professor_name,query,response,status
Will Powell,tell me about Will Powell and their research areas,"William Powell's research areas include Servers, High-Performance Computing (HPC), Systems Management, Computer Networking, Novel Computing Architectures, Post-Moore Computing, Experimental Testbeds, Computer Architecture, Cloud Computing, HPC Education, and Resource Scheduling.",SUCCESS
William Gelder,tell me about William Gelder and their research areas,"William Gelder is a Research Associate I in the School of Interactive Computing at the Georgia Institute of Technology. His research areas include Human-Computer Interaction, Culturally Relevant CS Education, and Educational Technology.

His expertise also encompasses:
*   Computer Science Education
*   Artificial Intelligence Education
*   Culturally Responsive Pedagogy
*   Participatory Design
*   Design Thinking
*   Ubiquitous Computing
*   Maker Education
*   Societal Impact of Technology

A significant portion of his research investigates the development and assessment of AI curricula for K-12 students and the creation of sustainable, battery-free computing devices.",SUCCESS
Xiuwei Zhang,tell me about Xiuwei Zhang and their research areas,"Dr. Xiuwei Zhang specializes in computational biology and bioinformatics, focusing on applying machine learning and optimization to develop novel methods for analyzing complex single-cell RNA-Sequencing and other single-cell level technologies. Her research aims to decipher cellular mechanisms driving differentiation, development, and disease progression.

Her specific research areas include:
*   Computational biology
*   Bioinformatics
*   Advanced methods for single-cell data analysis
*   Transcriptional regulatory network inference
*   Single-cell RNA sequencing analysis
*   Evolutionary biology
*   Application of machine learning in biological contexts
*   Systems biology approaches
*   Bioinformatics algorithms
*   Immunology
*   Protein structure and evolution",SUCCESS
Yalong Yang,tell me about Yalong Yang and their research areas,"Dr. Yalong Yang specializes in Immersive Analytics, VR/AR/MR/XR, and Data Visualization. His research also encompasses Human-Data Interaction, Human-Computer Interaction, and Interaction Design. A significant part of his work focuses on geospatial visualization in immersive environments, collaborative visualization paradigms, and the scalability of network visualizations from a cognitive load perspective.",SUCCESS
Yingyan (Celine) Lin,tell me about Yingyan (Celine) Lin and their research areas,"Yingyan (Celine) Lin is an Associate Professor in the School of Computer Science at Georgia Tech and Co-Director of the Center for Advancing Responsible Computing (CARE). Her primary research focuses on developing highly efficient machine learning solutions through cross-layer innovations, spanning advanced AI algorithms, specialized AI hardware accelerators, and novel AI acceleration chips, all aimed at fostering green AI and enabling ubiquitous AI-powered intelligence.

Her research areas include:
*   Efficient AI algorithms
*   Deep learning accelerators
*   Green AI
*   Deep learning acceleration
*   Hardware-aware neural architecture search
*   Neural network compression (including model quantization and pruning)
*   Graph Neural Network (GNN) acceleration
*   Computer vision acceleration
*   Edge AI hardware
*   AI chip design automation
*   Efficient adaptation of large language models on edge devices
*   Neuro-symbolic AI
*   Instantaneous and real-time Neural Radiance Field (NeRF) training and rendering for on-device Augmented and Virtual Reality (AR/VR) applications.",SUCCESS
Yunan Luo,tell me about Yunan Luo and their research areas,"Yunan Luo is an Assistant Professor in the School of Computational Science and Engineering (CSE) at the Georgia Institute of Technology. His primary research focuses on developing advanced artificial intelligence (AI) and data science methods to uncover scientific insights in biology and medicine.

Dr. Luo's research areas include:
*   **Computational Biology**
*   **Bioinformatics**
*   **Machine Learning**, with a strong emphasis on Deep Learning, Geometric Deep Learning, and Generative AI.
*   **Drug Discovery and Repositioning**
*   **Protein Engineering**
*   **Genomics**, including functional genomics and cancer genomics.
*   **Systems Biology**
*   **Network Biology**
*   **Remote Sensing**
*   **Computer Vision**, developing methods for metagenomic binning, enzyme function prediction, and optical satellite data fusion.",SUCCESS
Zachary S. Bischof,tell me about Zachary S. Bischof and their research areas,"Zachary S. Bischof's primary research centers on computer networks and distributed systems, with a particular emphasis on Internet measurement, broadband networks, and peer-to-peer systems.

His specialized research areas include:
*   Networking
*   Distributed Systems
*   Internet Measurement
*   Broadband Internet Access
*   Peer-to-Peer Networks
*   Sensor Networks
*   Network Infrastructure, with a focus on the global submarine cable network
*   Mobile Web, including the impact of projects like Google's Accelerated Mobile Project (AMP)
*   Geographic Information Systems for router geolocation and mapping Internet connectivity",SUCCESS
Zongchen Chen,tell me about Zongchen Chen and their research areas,"Zongchen Chen's research broadly encompasses randomized algorithms, discrete probability, and machine learning. His work extensively features the study of Markov Chain Monte Carlo (MCMC) methods, algorithmic probability, and their applications in statistical physics and computational complexity. He also explores areas such as discrete mathematics, graph theory, and optimization. Current research particularly focuses on MCMC methods, approximate counting and sampling, and the learning and testing of high-dimensional distributions.",SUCCESS
Zsolt Kira,tell me about Zsolt Kira and their research areas,"Zsolt Kira's research areas encompass Machine Learning, Artificial Intelligence, and Robotics, with a focus on Perception, Computer Vision, and Deep Learning. His work emphasizes Reinforcement Learning and Continual Learning, exploring unsupervised, semi-supervised, and self-supervised approaches. He also investigates Out-of-Distribution (OoD) detection, model calibration, learning under imbalanced datasets, distributed perception through multi-modal fusion, and the development of Vision-Language Foundation Models for open-world 2D and 3D scene understanding. Dr. Kira's research increasingly emphasizes Embodied AI.",SUCCESS
Zvi Galil,tell me about Zvi Galil and their research areas,"Zvi Galil's primary research focuses on the design and analysis of algorithms, computational complexity, and cryptography. He specializes in theoretical computer science disciplines such as Algorithms and Data Structures, Graph Theory, Combinatorial Optimization, Stringology (a term he is credited with coining), Parallel and Distributed Computing, Design of Experiments, and Discrete Mathematics. He is also recognized for his contributions to computer science education, particularly in online learning initiatives.",SUCCESS
merrick furst,tell me about merrick furst and their research areas,"Dr. Merrick L. Furst's research areas encompass algorithms, complexity theory, and Artificial Intelligence (AI). His expertise broadly covers Theoretical Computer Science, Algorithms and Data Structures, and Computational Complexity. He is recognized for his work in Machine Learning Theory, Cryptography, and Graph Theory. Additionally, his research delves into Programming Languages and Compilers, Human-Computer Interaction, and Computer Science Education, with a recent focus on startup engineering and deliberate innovation.",SUCCESS
seth hutchinson,tell me about seth hutchinson and their research areas,"Seth Hutchinson's research areas encompass a broad spectrum of robotics. His primary research endeavors are dedicated to advancing the capabilities and intelligence of robots, focusing on fundamental aspects such as planning, sensing, and control.

Specifically, his research includes:
*   **Robot Control**
*   **Motion Planning**
*   **Computer Vision**
*   **Visual Servoing**: using visual feedback for robot control, including image-based and position-based approaches.
*   **Multi-Robot Systems**
*   **Autonomous Systems**
*   **Trajectory Generation**
*   **Machine Learning** in robotics
*   **Biologically Inspired Robotics**, particularly in the study of locomotion.
*   **Physical Human-Robot Interaction**
*   **Planning under Uncertainty**
*   **Pursuit and Evasion**
*   **Localization and Mapping**",SUCCESS
Ümit V. Çatalyürek,tell me about Ümit V. Çatalyürek and their research areas,"Dr. Ümit V. Çatalyürek is a Professor in the School of Computational Science and Engineering at Georgia Institute of Technology and an Amazon Scholar. His research primarily focuses on high-performance computing, combinatorial scientific computing, and biomedical informatics, with an emphasis on developing scalable algorithms and computational models for complex scientific and data-intensive applications.

His specific research areas include:
*   **Combinatorial Scientific Computing**
*   **High Performance Computing**
*   **Parallel Computing**
*   **Biomedical Informatics**, which encompasses Graph Algorithms, Machine Learning, Image Analysis, Computational Science, Data Mining, and Scientific Visualization.

He is particularly interested in graph and hypergraph partitioning, workload and data decomposition for irregular domains, scheduling, and the development of parallel algorithms for scientific and biomedical applications. His work often involves multidisciplinary studies connecting algorithm design, computation theory, centrality analysis, and combinatorics.",SUCCESS
